LITTLE ERNIE
20180714
00898,RUBBER BOOTS,1,30.00,30.00,TAX
00973,SLICKER BIB PANT - HEAVY DUTY,1,79.00,79.00,TAX
00487,HAT POLYESTER,1,5.00,5.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,

123.00
