GRANDMA
20180713
00898,RUBBER BOOTS,1,30.00,30.00,TAX
00973,SLICKER BIB PANT - HEAVY DUTY,1,79.00,79.00,TAX
00975,SLICKER COAT JACKET - HEAVY DUTY,1,79.00,79.00,TAX
00941,SHACKLE LR - 5/8',7,8.00,56.00,
00461,GLOVE YELLOW - DOZEN,1,32.00,32.00,TAX
00804,RING GALV - 5/8',4,4.50,18.00,TAX
00779,REFLECTIVE TAPE (BY FT),6,2.51,15.06,
00949,SHACKLE SS - 3/8',1,7.00,7.00,
00952,SHACKLE SS - 7/16',1,8.00,8.00,
01029,SWIVEL SS - 1/2',1,16.00,16.00,
01075,TRYNET SPRING,1,250.00,250.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,
,,,,0.00,

609.71
