00240,COPPER PIPE - 5/8',3.5,0,0,0,0,UNKNOWN,,
00241,COPPER SLEEVE - 1/4',2,0,0,0,0,SSC,,
00242,COPPER SLEEVE - 3/8',4.5,2.35,0,0,0,SAMCO,,
00243,COPPER SLEEVE - 5/16',3.5,0,0,0,0,SSC,,
00244,COPPER T - 3/8',7,0,0,0,0,UNKNOWN,,
00245,COPPER TREDUCE 1/2'X5/8',6.5,0,0,0,0,UNKNOWN,,
00246,CORNER DIP,10,0,0,0,0,MANUFACTURE,,
00247,COUPLING - 5/8',5,0,0,0,0,UNKNOWN,,
00248,PINION GEAR - MCELROY 504-505,650,0,0,10,0,IMPORT,9/25/2018,
00249,FRICTION BLOCK - 14' (TRYNET),370,185,0,5,0,SSC,9/25/2018,
00250,COUPLING - GEAR BOX,75,0,1,0,0,UNKNOWN,,
00251,CRAB TONGS,15,0,0,0,0,IMPORT,,
00252,CRAB TRAP,35,0,0,0,0,UNKNOWN,,
00253,CRANKCASE PRESSURE REGULATOR,280,0,0,0,0,UNKNOWN,,
00254,CROW BAR - 36'X75',18,0,0,0,0,WHOLESALE,,
00255,CS+ LUBRICANT,8,0,0,0,0,UNKNOWN,,
00256,CULLING RAKE,8.5,0,0,0,0,IMPORT,,
00257,CUTTING WHEEL - 4.1/2',2.5,0,1.01,0,0,AIRGAS,,
00258,D/C 550 - GAL,21,0,0,0,0,UNKNOWN,,
00259,DAMPER FUEL LINE,20,0,0,0,0,UNKNOWN,,
00260,DAYSHAPE,117,0,0,0,0,DONOVAN,,
00261,DECK BRUSH - BLUE,8,0,0,0,0,UNKNOWN,,
00262,DECK BRUSH - MAROON,6,0,0,0,0,UNKNOWN,,
00263,DECK HANDLE WITH SCREW,8,0,0,0,0,UNKNOWN,,
00264,DECK HORN WATERPROOF (699213),69.49,41.69,0,0,0,DONOVAN,,
00265,DEPOSIT,-,0,0,0,0,UNKNOWN,,
00266,DEWALT GRINDER,150,0,0,0,0,UNKNOWN,,
00267,DIESEL ENGINE OIL - Mega Shrimp Boat SAE 40,60,0,0,0,0,SOUTH TEXAS OIL,,
00268,DOOR HANDLES STEEL,120,0,0,0,0,IMPORT,,
00269,DRIER FILTER CORE,36,0,0,0,0,UNKNOWN,,
00270,DRIER SHELL,240,0,0,0,0,UNKNOWN,,
00271,PTO - COTTER PIN (B1535C),2.5,0.62,0,0,0,SEWART,,
00272,DUAL LEVER CONTROL - MARPAC,178.98,0,0,0,0,UNKNOWN,,
00273,DUAL PRESSURE CONTROL - 20',145,0,0,0,0,UNKNOWN,,
00274,DUCT TAPE,5.5,0,0,0,0,SAM'S CLUB,,
00275,DUMMY DOOR SET (STEEL),1950,0,0,0,0,MANUFACTURE,,
00276,DUPONT ISCEON M099,240,0,0,0,0,UNKNOWN,,
00277,DUST MASK,0.5,0,0,0,0,WHOLESALE,,
00278,ELBOW FITTING 3/4' - HYDRAULIC,27,0,0,0,0,UNKNOWN,,
00279,ELECTRIC BLACK TAPE,1,0,0,2,0,WHOLESALE,,
00280,ELECTRIC CLUTCH 12V - MA-7AJ-1,217,0,0,0,0,UNKNOWN,,
00281,ELECTRONIC DUST CLEANER,,0,0,0,0,UNKNOWN,,
00282,END CABLE,5,0,0,0,0,UNKNOWN,,
00283,END CABLE USA,7.5,0,0,0,0,UNKNOWN,,
00284,ENDALL RUST,69,0,0,0,0,UNKNOWN,,
00285,ENGINE CONTROLLER,250,0,0,0,0,UNKNOWN,,
00286,EPIRB GLOBALFIX CAT 1 (200430),599.95,539.36,1,0,0,UNKNOWN,,
00287,EXHAUST HOSE 1.1/2' (FT),7.35,0,0,0,0,UNKNOWN,,
00288,EXHAUST HOSE 1.1/2' (IN),0.65,0,0,0,0,UNKNOWN,,
00289,EXHAUST HOSE 1.3/4' (FT),8.25,0,0,0,0,UNKNOWN,,
00290,EXHAUST HOSE 1.3/4' (IN),0.7,0,0,0,0,UNKNOWN,,
00291,EXHAUST HOSE 1.5/8' (FT),8.45,0,0,0,0,UNKNOWN,,
00292,EXHAUST HOSE 1.5/8' (IN),0.73,0,0,0,0,UNKNOWN,,
00293,EXHAUST HOSE 1.7/8' (FT),13.25,0,0,0,0,UNKNOWN,,
00294,EXHAUST HOSE 1.7/8' (IN),0.75,0,0,0,0,UNKNOWN,,
00295,EXHAUST HOSE 2' (FT),11,0,0,0,0,UNKNOWN,,
00296,EXHAUST HOSE 2' (IN),0.8,0,0,0,0,UNKNOWN,,
00297,EXHAUST HOSE 2.1/2' (FT),13.25,0,0,0,0,UNKNOWN,,
00298,EXHAUST HOSE 2.1/2' (IN),1.15,0,0,0,0,UNKNOWN,,
00299,EXHAUST HOSE 2.1/4' (FT),11.2,0,0,0,0,UNKNOWN,,
00300,EXHAUST HOSE 2.1/4' (IN),0.95,0,0,0,0,UNKNOWN,,
00301,EXHAUST HOSE 2.1/8' (FT),9.6,0,0,0,0,UNKNOWN,,
00302,EXHAUST HOSE 2.1/8' (IN),0.85,0,0,0,0,UNKNOWN,,
00303,EXHAUST HOSE 2.3/8' (FT),16.25,0,0,0,0,UNKNOWN,,
00304,EXHAUST HOSE 2.3/8' (IN),1.1,0,0,0,0,UNKNOWN,,
00305,EXHAUST HOSE 2.7/8' (FT),14.6,0,0,0,0,UNKNOWN,,
00306,EXHAUST HOSE 2.7/8' (IN),1.25,0,0,0,0,UNKNOWN,,
00307,EXHAUST HOSE 3' (FT),20.25,0,0,0,0,UNKNOWN,,
00308,EXHAUST HOSE 3' (IN),1.7,0,0,0,0,UNKNOWN,,
00309,EXHAUST HOSE 3.1/2' (FT),22.5,0,0,0,0,UNKNOWN,,
00310,EXHAUST HOSE 3.1/2' (IN),2.25,0,0,0,0,UNKNOWN,,
00311,EXHAUST HOSE 3.1/8' (FT),20.75,0,0,0,0,UNKNOWN,,
00312,EXHAUST HOSE 3.1/8' (IN),1.9,0,0,0,0,UNKNOWN,,
00313,EXHAUST HOSE 4' (FT),18.75,0,0,0,0,UNKNOWN,,
00314,EXHAUST HOSE 4' (IN),1.6,0,0,0,0,UNKNOWN,,
00315,EXHAUST HOSE 4.1/2' (FT),26.1,0,0,0,0,UNKNOWN,,
00316,EXHAUST HOSE 4.5' (IN),2.2,0,0,0,0,UNKNOWN,,
00317,EXHAUST HOSE 5' (FT),26.9,0,0,0,0,UNKNOWN,,
00318,EXHAUST HOSE 5' (IN),2.25,0,0,0,0,UNKNOWN,,
00319,EXHAUST HOSE 6' (FT),35.45,0,0,0,0,UNKNOWN,,
00320,EXHAUST HOSE 6' (IN),2.9,0,0,0,0,UNKNOWN,,
00321,EXPANSION VALVE 3/8 X 1/2,105,0,0,0,0,UNKNOWN,,
00322,EXPANSION VALVE TS-2,59,0,0,0,0,UNKNOWN,,
00323,EXTENSION CORD - 50',40,0,0,0,0,SAM'S CLUB,,
00324,FABRICATED SHAFT 3' x 7',566,0,0,0,0,MANUFACTURE,,
00325,FEMALE PLUG - 110V,5,0,0,0,0,UNKNOWN,,
00326,FIBERGLASS DISK - G80,50,0,0,0,0,JOHNSON FIBERGLASS,,
00327,FIBERGLASS MESH - LB,4,0,0,0,0,JOHNSON FIBERGLASS,,
00328,FIBERGLASS RESIN - GAL,30,0,0,0,0,JOHNSON FIBERGLASS,,
00329,FIBERGLASS RESIN W/ STEEL PAIL - 5 GAL,130,0,0,0,0,JOHNSON FIBERGLASS,,
00330,FIBERGLASS RESIN W/ STEEL PAIL - GAL,28,0,0,0,0,JOHNSON FIBERGLASS,,
00331,FIBERGLASS TAPE (FT),1,0,0,0,0,JOHNSON FIBERGLASS,,
00332,FILTER - 3412,115,0,0,0,0,CARQUEST,,
00333,FILTER - 48DM,36,0,0,0,0,CARQUEST,,
00334,FILTER - 8-94321219-1 ISUZU OIL,,0,0,0,0,CARQUEST,,
00335,FILTER - AF1896 - PA2554,95,0,0,0,0,CARQUEST,,
00336,FILTER - AF331 - PA1620S,24,0,0,0,0,CARQUEST,,
00337,FILTER - AFO186900,115,0,0,0,0,CARQUEST,,
00338,FILTER - AH1107 - PA2805,29.5,0,0,0,0,CARQUEST,,
00339,FILTER - AH1199 - PA2829,44.75,0,0,0,0,UNKNOWN,,
00340,FILTER - AIR 3408,105,0,0,0,0,CARQUEST,,
00341,FILTER - B178,,0,0,0,0,CARQUEST,,
00342,FILTER - B7089,,0,0,0,0,CARQUEST,,
00343,FILTER - B7125 - LF3703 - LFP5757 - P551352,13.5,0,0,0,0,CARQUEST,,
00344,PTO - PIN (B1538A/B1537D),3.5,1.39,0,0,0,SEWART,,
00345,FILTER - B7322,15.57,0,0,0,0,UNKNOWN,,
00346,FILTER - B75,,0,0,0,0,CARQUEST,,
00347,WEBBING - AQUAMARINE (WHOLESALE),6.62,4,0,0,0,TYTAN,,
00348,FILTER - BD103,,0,0,0,0,CARQUEST,,
